Comune;Provincia;Categoria;Denominazione struttura;Indirizzo;Frazione;CAP;Telefono;FAX;Indirizzo posta elettronica;Sito internet;Denominazione ente annuario;Tipologia alberghiera;Tipologia servizio;Codice esercizio ricettivo;Partita IVA;Codice localita;Altitudine;Numero unita;Numero posti letto;Prezzo massimo letto aggiunto;Tipologia unita;Posti letto;Prezzo;Prezzo massimo consumazione pasto;Codice;Servizi;Denominazione dipendenza;Comune dipendenza;Frazione dipendenza;Indirizzo dipendenza;Categoria dipendenza;Prezzo massimo letto aggiunto dipendenza;Prezzo massimo consumazione pasto dipendenza;Tipologia unita dipendenza;Posti letto dipendenza;Prezzo dipendenza
RIVA DEL GARDA;TRENTO;3-stelle;GARDESANA;VIA BRIONE, 1;;38066;0464-552793;0464-555814;info@gardesanahotel.com;www.gardesanahotel.com;A.P.T. GARDA TRENTINO;albergo;pensione-completa;1254028;2385130220;469;73;38;66;50.00;camera-con-bagno;1;89.00;30.00;STANN14.piscina-scoperta;Piscina scoperta;;;;;;;;;;
RIVA DEL GARDA;TRENTO;3-stelle;GIARDINO VERDI;PIAZZA GIARDINO GIUSEPPE VERDI, 4;;38066;0464-552516;0464-554191;info@giardinoverdi.com;www.giardinoverdi.com;A.P.T. GARDA TRENTINO;albergo;pensione-completa;1227765;1117680221;469;73;36;64;66.00;camera-con-bagno;1;71.00;50.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
RIVA DEL GARDA;TRENTO;3-stelle;HOTEL GARNI' VENEZIA;VIA FRANZ KAFKA, 7;;38066;0464-552216;0464-552216;info@hotelveneziariva.com;www.hotelveneziariva.com;A.P.T. GARDA TRENTINO;garni;prima-colazione;1123270;1074020221;469;73;21;42;50.00;camera-con-bagno;2;140.00;;STANN14.piscina-scoperta;Piscina scoperta;;;;;;;;;;
RIVA DEL GARDA;TRENTO;3-stelle;HOTEL LA PERLA;VIALE ROVERETO, 67;;38066;0464-552204;0464-520088;info@hotellaperla.com;www.hotellaperla.com;A.P.T. GARDA TRENTINO;albergo;pensione-completa;1220531;95620225;469;73;90;170;45.00;jr-suite;;;20.00;STANN14.piscina-scoperta;Piscina scoperta;LA PERLA (DIP);RIVA DEL GARDA;;VIALE ROVERETO, 69;3-stelle;45.00;20.00;camera-con-bagno;1;58.00
RIVA DEL GARDA;TRENTO;3-stelle;HOTEL PIER;LOCALITA' GOLA, 2;;38066;0464-554230;0464-553217;htlpier@montagnoligroup.it;www.montagnoligroup.it/it/hotel/surf-hotel-pier.html;A.P.T. GARDA TRENTINO;villaggio-albergo;pensione-completa;1478716;638690982;469;73;41;89;45.00;camera-con-bagno;1;92.00;18.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
RIVA DEL GARDA;TRENTO;3-stelle;HOTEL PRIMO;VIALE ROVERETO, 59;;38066;0464-551884;0464-551922;info@hotelprimo.it;www.hotelprimo.it;A.P.T. GARDA TRENTINO;albergo;pensione-completa;1206927;2526270984;469;73;31;49;150.00;camera-con-bagno;1;200.00;50.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
RIVA DEL GARDA;TRENTO;3-stelle;HOTEL RISTORANTE PIZZERIA RIVAMIA;VIA MONTANARA, 2;;38066;0464-567099;0464-560288;info@rivamia.it;www.rivamia.it;A.P.T. GARDA TRENTINO;albergo;pensione-completa;1383280;2399360227;469;73;11;22;35.00;jr-suite;;;20.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
RIVA DEL GARDA;TRENTO;3-stelle;HOTEL VILLA ENRICA GARNÌ;VIA BRIONE, 1/A;;38066;0464-551254;0464-557127;info@hotelvillaenrica.com;www.hotelvillaenrica.com;A.P.T. GARDA TRENTINO;garni;prima-colazione;1256693;1424170221;469;73;25;52;50.00;camera-con-bagno;1;110.00;;STANN14.piscina-scoperta;Piscina scoperta;;;;;;;;;;
RIVA DEL GARDA;TRENTO;3-stelle;HOTEL VILLA MIRAVALLE;VIA MONTE ORO, 9;;38066;0464-552335;0464-521707;info@hotelvillamiravalle.com;www.hotelvillamiravalle.com;A.P.T. GARDA TRENTINO;albergo;pensione-completa;1505719;831490222;469;73;28;56;50.00;jr-suite;;;28.00;STANN14.piscina-scoperta;Piscina scoperta;;;;;;;;;;
RIVA DEL GARDA;TRENTO;3-stelle;HOTEL VITTORIA - KAPUZINER AM SEE;VIALE DANTE, 39;;38066;0464-559231;0464-557907;info@hotelvittoriariva.it;www.hotelvittoriariva.it;A.P.T. GARDA TRENTINO;albergo;pensione-completa;1152308;1076880226;469;73;11;24;25.00;camera-con-bagno;1;80.00;20.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
RIVA DEL GARDA;TRENTO;3-stelle;PRINCE;VIALE ROVERETO, 68;;38066;0464-555420;0464-556542;htlprince@montagnoligroup.it;www.montagnoligroup.it/it/hotel/hotel-garnì-prince.html;A.P.T. GARDA TRENTINO;garni;prima-colazione;1266961;638690982;469;73;30;73;45.00;bicamera-con-bagno;;;;STANN07;Ascensore per tutti i piani;;;;;;;;;;
RIVA DEL GARDA;TRENTO;3-stelle;RESIDENCE CENTRO VELA;VIALE ROVERETO, 101;;38066;0464-556055;0464-553807;info@centrovela.eu;www.centrovela.eu;A.P.T. GARDA TRENTINO;rta;solo-pernottamento;1526683;1238000226;469;73;43;94;25.00;appartamento;1;80.00;;STANN07;Ascensore per tutti i piani;;;;;;;;;;
RIVA DEL GARDA;TRENTO;3-stelle;RESIDENCE HOTEL RESIDENZA LE DUE TORRI;LOCALITA' BASONE, 8;VARONE;38066;0464-521095;0464-551569;info@residenzaleduetorri.it;www.residenzaleduetorri.it;A.P.T. GARDA TRENTINO;rta;prima-colazione;144563412;1836860229;50000416;135;11;22;50.00;appartamento;2;120.00;;STANN07;Ascensore per tutti i piani;;;;;;;;;;
RIVA DEL GARDA;TRENTO;3-stelle;RIVIERA;VIALE ROVERETO, 95;;38066;0464-552279;0464-554140;info@hotelrivierariva.com;www.hotelrivierariva.com;A.P.T. GARDA TRENTINO;albergo;pensione-completa;1220330;831890223;469;73;36;69;35.00;camera-con-bagno;1;79.00;19.00;STANN14.piscina-scoperta;Piscina scoperta;;;;;;;;;;
RIVA DEL GARDA;TRENTO;3-stelle;VIRGILIO;VIA VIRGILIO, 21;;38066;0464-521051;0464-521046;info@albergovirgilio.it;www.albergovirgilio.it;A.P.T. GARDA TRENTINO;albergo;pensione-completa;1366835;1384900229;469;73;41;74;50.00;bicamera-con-bagno;;;20.00;STANN14.piscina-scoperta;Piscina scoperta;;;;;;;;;;
RIVA DEL GARDA;TRENTO;3-stelle-s;AL MASO;VIA E. MODL, 7;SAN NAZZARO;38066;0464-521514;0464-556361;info@hotelalmaso.it;www.hotelalmaso.it;A.P.T. GARDA TRENTINO;albergo;pensione-completa;1268419;1385590227;50000418;85;51;100;35.00;suite;;;18.00;STANN14.piscina-scoperta;Piscina scoperta;;;;;;;;;;
RIVA DEL GARDA;TRENTO;3-stelle-s;RUDY HOTEL;VIA SAN NAZZARO, 81;SAN NAZZARO;38066;0464-552559;0464-556112;info@hotelrudy.com;www.hotelrudy.com;A.P.T. GARDA TRENTINO;albergo;pensione-completa;1193374;1630120226;50000418;85;36;65;40.00;camera-con-bagno;1;100.00;20.00;STANN14.piscina-scoperta;Piscina scoperta;;;;;;;;;;
RIVA DEL GARDA;TRENTO;4-stelle;ACTIVE & FAMILY HOTEL GIOIOSA;VIA CARTIERE, 70;VARONE;38066;0464-521356;0464-521253;hotel@gioiosa.it;www.gioiosa.it;A.P.T. GARDA TRENTINO;albergo;pensione-completa;1507120;1139310229;50000416;135;34;81;80.00;jr-suite;;;20.00;STANN14.piscina-scoperta;Piscina scoperta;;;;;;;;;;
RIVA DEL GARDA;TRENTO;4-stelle;ASTORIA PARK HOTEL;VIALE TRENTO, 9;;38066;0464-576657;0464-521222;info@astoriaparkhotel.it;astoriaparkhotel.it;A.P.T. GARDA TRENTINO;villaggio-albergo;pensione-completa;1140720;2220410225;469;73;118;284;45.00;jr-suite;2;290.00;40.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
RIVA DEL GARDA;TRENTO;4-stelle;BELLARIVA;VIA FRANZ KAFKA, 13;;38066;0464-553620;0464-556633;info@hotelbellariva.com;www.rivadelgarda.com/bellariva;A.P.T. GARDA TRENTINO;albergo;pensione-completa;1149734;347110223;469;73;35;67;49.00;suite;;;25.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
RIVA DEL GARDA;TRENTO;4-stelle;GARDA SPORTING CLUB HOTEL;VIALE DEI TIGLI, 40;;38066;0464-552072;0464-030026;info@gardasportinghotel.it;www.gardasportinghotel.it;A.P.T. GARDA TRENTINO;garni;prima-colazione;1609295;1195130222;469;73;40;80;80.00;jr-suite;2;230.00;;STANN07;Ascensore per tutti i piani;;;;;;;;;;
RIVA DEL GARDA;TRENTO;4-stelle;GRAND HOTEL LIBERTY;VIALE CARDUCCI, 3/5;;38066;0464-553581;0464-551144;info@grandhotelliberty.it;www.grandhotelliberty.it;A.P.T. GARDA TRENTINO;albergo;pensione-completa;1135071;819600222;469;73;94;183;130.50;jr-suite;;;35.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
RIVA DEL GARDA;TRENTO;4-stelle;GRAND HOTEL RIVA;PIAZZA GARIBALDI, 10;;38066;0464-521800;0464-552293;grandhotelriva@gardaresort.it;www.gardaresort.it;A.P.T. GARDA TRENTINO;albergo;pensione-completa;1237415;105790224;469;73;77;163;60.00;suite;;;25.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
RIVA DEL GARDA;TRENTO;4-stelle;HOTEL ANTICO BORGO;VIA ARMANDO DIAZ, 15;;38066;0464-552277;0464-554367;direzionegenerale@bluhotels.it;www.bluhotels.it;A.P.T. GARDA TRENTINO;albergo;pensione-completa;1262793;1906530983;469;73;59;104;40.00;jr-suite;;;30.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
RIVA DEL GARDA;TRENTO;4-stelle;HOTEL DU LAC ET DU PARC;VIALE ROVERETO, 44;;38066;0464-566600;0464-566566;info@dulacetduparc.com;www.dulacetduparc.com;A.P.T. GARDA TRENTINO;villaggio-albergo;pensione-completa;1541561;11663720156;469;73;186;428;150.00;jr-suite;;;50.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
RIVA DEL GARDA;TRENTO;4-stelle;HOTEL EUROPA;PIAZZA CATENA, 9;;38066;0464-555433;0464-521777;info@hoteleuropariva.it;www.hoteleuropariva.it;A.P.T. GARDA TRENTINO;albergo;pensione-completa;1132542;434420227;469;73;59;103;88.00;suite;;;28.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
RIVA DEL GARDA;TRENTO;4-stelle;HOTEL GARDA;VIALE ROVERETO, 71;;38066;0464-553382;0464-551302;garda@tonellihotels.com;www.tonellihotels.com;A.P.T. GARDA TRENTINO;albergo;pensione-completa;1527311;412290223;469;73;74;140;60.00;suite;;;15.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
RIVA DEL GARDA;TRENTO;4-stelle;HOTEL LUISE;VIALE ROVERETO, 9;;38066;0464-550858;0464-554250;info@hotelluise.com;www.hotelluise.com;A.P.T. GARDA TRENTINO;albergo;pensione-completa;1524530;1542470222;469;73;67;131;95.00;jr-suite;;;35.00;STANN14.piscina-scoperta;Piscina scoperta;;;;;;;;;;
RIVA DEL GARDA;TRENTO;4-stelle;HOTEL OASI;VIALE ROVERETO, 110;;38066;0464-554507;0464-520893;info@oasi-hotel.it;www.oasi-hotel.it;A.P.T. GARDA TRENTINO;albergo;pensione-completa;1215510;872340211;469;73;65;127;45.00;suite;;;20.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
RIVA DEL GARDA;TRENTO;4-stelle;HOTEL SAVOY PALACE;VIA LONGA, 10;;38066;0464-554242;0464-554283;savoy@tonellihotels.com;www.tonellihotels.com;A.P.T. GARDA TRENTINO;albergo;pensione-completa;1351925;1570110229;469;73;190;375;68.00;jr-suite;;;18.00;STANN14.piscina-scoperta;Piscina scoperta;;;;;;;;;;
RIVA DEL GARDA;TRENTO;4-stelle;MIRAGE;VIALE ROVERETO, 97/99;;38066;0464-552671;0464-553211;info@mirageriva.it;www.mirageriva.it;A.P.T. GARDA TRENTINO;albergo;pensione-completa;1161258;2220410225;469;73;64;123;63.00;jr-suite;;;35.00;STANN14.piscina-scoperta;Piscina scoperta;;;;;;;;;;
RIVA DEL GARDA;TRENTO;4-stelle;PORTICI;PIAZZA 3 NOVEMBRE, 19;;38066;0464-555400;0464-555453;info@hotelportici.it;www.hotelportici.it;A.P.T. GARDA TRENTINO;albergo;pensione-completa;1173360;1086910229;469;73;55;103;108.00;suite;;;15.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
RIVA DEL GARDA;TRENTO;4-stelle;ROYAL;VIA LONGA, 8;;38066;0464-554261;0464-556651;info@royalhotels.it;www.royalhotels.it;A.P.T. GARDA TRENTINO;albergo;pensione-completa;1224356;1445120213;469;73;54;94;60.00;camera-con-bagno;1;125.00;20.00;STANN14.piscina-scoperta;Piscina scoperta;;;;;;;;;;
RIVA DEL GARDA;TRENTO;4-stelle;SOLE;PIAZZA TRE NOVEMBRE, 35;;38066;0464-552686;0464-552811;info@hotelsoleriva.it;www.hotelsoleriva.it;A.P.T. GARDA TRENTINO;albergo;pensione-completa;1306409;1099860221;469;73;52;129;88.80;bicamera-con-bagno;;;26.00;STANN05;Aria Condizionata in almeno l'80% delle unit� abitative;;;;;;;;;;
RIVA DEL GARDA;TRENTO;4-stelle;VILLA NICOLLI;VIA CATTONI, 5;;38066;0464-552589;0464-552644;infohotel@hotelvillanicolli.com;www.hotelvillanicolli.com;A.P.T. GARDA TRENTINO;albergo;pensione-completa;1546799;618100226;469;73;61;120;95.00;jr-suite;;;30.00;STANN28;Parcheggio (assicurato per almeno il 50% delle unit� abitativa);VILLA NICOLLI (DIP);RIVA DEL GARDA;;VIA CATTONI, 5;4-stelle;95.00;30.00;jr-suite;2;350.00
RIVA DEL GARDA;TRENTO;4-stelle-s;KRISTAL PALACE HOTEL;VIA GORIZIA;;38066;0464-550650;0464-540070;info@tonellihotels.com;www.tonellihotels.com/it/h6/riva-del-garda/hotel-kristal-palace.aspx;A.P.T. GARDA TRENTINO;albergo;pensione-completa;156720422;1570110229;469;73;58;116;100.00;jr-suite;2;320.00;18.00;STANN14.piscina-scoperta;Piscina scoperta;;;;;;;;;;
RIVA DEL GARDA;TRENTO;4-stelle-s;PARC HOTEL FLORA;VIALE ROVERETO, 54;;38066;0464-571571;0464-571555;info@parchotelflora.it;www.parchotelflora.it;A.P.T. GARDA TRENTINO;garni;prima-colazione;1195060;426600227;469;73;45;84;55.00;suite;;;;STANN07;Ascensore per tutti i piani;;;;;;;;;;
RIVA DEL GARDA;TRENTO;4-stelle-s;RESIDENZA MURIALDO;c/o HOTEL DU LAC ET DU PARC-VIALE ROVERETO, 44;;38066;0464-566600;0464-566566;info@hoteldulac-riva.it;www.hoteldulac-riva.it;A.P.T. GARDA TRENTINO;rta;solo-pernottamento;1488524;11663720156;469;73;67;168;100.00;appartamento;2;800.00;;STANN07;Ascensore per tutti i piani;;;;;;;;;;
RIVA DEL GARDA;TRENTO;5-stelle;LIDO PALACE;VIALE CARDUCCI, 10;;38066;0464-021899;0464-021900;info@lido-palace.it;www.lido-palace.it;A.P.T. GARDA TRENTINO;albergo;pensione-completa;1413593;1964430225;469;73;58;110;150.00;suite;;;120.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
RIVA DEL GARDA;TRENTO;nessuna-stella;ANTICHE MURA;VIA BASTIONE, 19;;38066;0464-556063;0464-557975;info@antiche-mura.it;www.antiche-mura.it;A.P.T. GARDA TRENTINO;garni;solo-pernottamento;1508647;2365740220;469;73;9;16;30.00;camera-con-bagno;1;45.00;;STANN45;TV in tutte le camere;;;;;;;;;;
ROMALLO;TRENTO;1-stella;BAR ALBERGO RISTORANTE BERTOLINI;VIA 25 APRILE, 28;;38020;0463-432484;0463-432484;ristorante.bertolini@gmail.com;;A.P.T. VALLE DI NON;albergo;pensione-completa;1265050;2439160223;470;733;14;24;15.00;camera-con-bagno;1;35.00;20.00;STANN43;Terrazza o giardino solarium;;;;;;;;;;
ROMENO;TRENTO;2-stelle;NERINA;Via Degasperi, 31;MALGOLO;38010;0463-510111;0463-510001;info@albergonerina.it;www.albergonerina.it;A.P.T. VALLE DI NON;albergo;pensione-completa;1267775;1098180225;9908;806;12;25;45.00;bicamera-con-bagno;;;45.00;STANN28;Parcheggio (assicurato per almeno il 50% delle unit� abitativa);;;;;;;;;;
ROMENO;TRENTO;2-stelle;VILLA NUOVA;VIA ZUCAL, 27;;38010;0463-875113;0463-875668;albergo@villanuova.com;www.villanuova.com;A.P.T. VALLE DI NON;albergo;pensione-completa;1251644;1839360227;471;961;25;54;21.00;camera-con-bagno;1;40.00;18.00;STANN43;Terrazza o giardino solarium;;;;;;;;;;
ROMENO;TRENTO;3-stelle;CICLAMINO;VIA S.CRISTOFORO, 30;SALTER;38010;0463-875586;0463-875586;tgabard@tin.it;;A.P.T. VALLE DI NON;albergo;pensione-completa;1228092;1109680221;9910;948;22;48;40.00;bicamera-con-bagno;;;20.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
ROMENO;TRENTO;3-stelle;LA QUIETE;VIA MARCONI, 16;;38010;0463-876050;0463-876754;info@laquieteresort.it;www.laquieteresort.it;A.P.T. VALLE DI NON;garni;prima-colazione;1578372;1839360227;471;961;13;25;25.00;jr-suite;;;;STANN14.piscina-scoperta;Piscina scoperta;;;;;;;;;;
RONCEGNO;TRENTO;2-stelle;RONCEGNO;VIA SAN GIUSEPPE, 27;;38050;0461-754555;;;;A.P.T. VALSUGANA - TESINO;albergo;pensione-completa;1505405;1207440221;472;535;16;25;20.00;camera-con-bagno;1;25.00;13.00;;;;;;;;;;;;
RONCEGNO;TRENTO;2-stelle;VILLA ROSA;VIA SAN GIUSEPPE, 19;;38050;0461-764489;0461-771584;villarosa@tin.it;villarosa5.wix.com/albergovillarosa;A.P.T. VALSUGANA - TESINO;albergo;pensione-completa;1501066;1365690229;472;535;17;39;30.00;camera-senza-bagno;;;20.00;STANN43;Terrazza o giardino solarium;;;;;;;;;;
RONCEGNO;TRENTO;3-stelle;ALLA STAZIONE;VIA NAZIONALE, 20;MARTER;38050;389 8716648;;hotel.allastazione@yahoo.com;;A.P.T. VALSUGANA - TESINO;albergo;pensione-completa;1268982;2424560221;9914;423;14;30;31.66;camera-con-bagno;1;42.16;13.00;STANN43;Terrazza o giardino solarium;;;;;;;;;;
RONCEGNO;TRENTO;3-stelle;SEMIRAMIS;VIA POLA, 9;;38050;0461/764108 o 0721/798758;0461/764108 o 0721/798733;semiramis@hotelsemiramis.it;www.hotelsemiramis.it;A.P.T. VALSUGANA - TESINO;albergo;pensione-completa;1342013;1200070223;472;535;32;81;30.00;camera-con-bagno;2;120.00;60.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
RONCEGNO;TRENTO;3-stelle;VILLA FLORA;P.ZZA  A.DE GIOVANNI, 5;;38050;0461-764184;0461-764184;villaflora@tiscali.it;www.villaflorahotel.it;A.P.T. VALSUGANA - TESINO;albergo;pensione-completa;1217784;1554560225;472;535;29;98;20.00;camera-con-bagno;2;80.00;40.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
RONCEGNO;TRENTO;3-stelle;VILLA WAIZ;PIAZZA ACHILLE DE GIOVANNI;;38050;0461-764184;0461-764144;info@garnivillawaiz.it;www.garnivillawaiz.it;A.P.T. VALSUGANA - TESINO;garni;prima-colazione;148190522;1554560225;472;535;12;32;40.00;appartamento;;;;STANN07;Ascensore per tutti i piani;;;;;;;;;;
RONCEGNO;TRENTO;3-stelle;VITTORIA;VIA S.GIUSEPPE, 1;;38050;0461-773026;0461-771836;info@vittoriaroncegno.it;www.vittoriaroncegno.it;A.P.T. VALSUGANA - TESINO;albergo;pensione-completa;1130617;1324650223;472;535;15;34;30.00;bicamera-con-bagno;;;15.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
RONCEGNO;TRENTO;4-stelle;PALACE HOTEL CASA DI SALUTE RAPHAEL;P.ZZA A. DE GIOVANNI, 4;;38050;0461-772000;0461-764500;mail.info@casaraphael.com;www.casaraphael.com;A.P.T. VALSUGANA - TESINO;albergo;pensione-completa;1507530;519530224;472;535;84;141;110.00;jr-suite;;;50.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
RONCHI VALSUGANA;TRENTO;2-stelle;CHALET SERENA;LOCALITA' DESENE;;38050;3490844709;;chalet.serena@gmail.com;www.chaletserena.com;A.P.T. VALSUGANA - TESINO;albergo;pensione-completa;289343531;2338890227;473;36;7;20;45.00;camera-con-bagno;2;120.00;25.00;STANN28;Parcheggio (assicurato per almeno il 50% delle unit� abitativa);;;;;;;;;;
RONZONE;TRENTO;3-stelle;AL LARICE;VIA ITALIA, 9;;38010;0463-831710;0463-831395;info@hotelallarice.it;www.hotelallarice.it;A.P.T. VALLE DI NON;albergo;pensione-completa;1196841;1933590224;475;1085;26;52;34.00;appartamento;2;82.00;20.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
RONZONE;TRENTO;3-stelle;REGINA DEL BOSCO;VIA MENDOLA, 48;;38010;0463-831267;0463-880663;info@hotelreginadelbosco.com;www.hotelreginadelbosco.com;A.P.T. VALLE DI NON;albergo;pensione-completa;1331247;1583420227;475;1085;29;65;35.00;camera-senza-bagno;;;18.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
RONZONE;TRENTO;3-stelle-s;STELLA DELLE ALPI;VIA MENDOLA, 41;;38010;0463-880620;0463-880530;info@stelladellealpi.it;www.stelladellealpi.it;A.P.T. VALLE DI NON;albergo;pensione-completa;1429870;393340229;475;1085;50;96;45.00;jr-suite;;;25.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
RONZONE;TRENTO;5-stelle;VILLA ORSO GRIGIO;VIA REGOLE, 12;;38010;0463-880559;0463-880589;info@orsogrigio.it;www.orsogrigio.it;A.P.T. VALLE DI NON;garni;prima-colazione;1622431;1895490223;475;1085;10;20;50.00;jr-suite;2;500.00;;STANN07;Ascensore per tutti i piani;;;;;;;;;;
ROVERE' DELLA LUNA;TRENTO;nessuna-stella;HILLARY;PIAZZA F.LLI BRONZETTI, 1;;38030;0461-658007;0461-658107;albergohillary2012@gmail.com;www.albergoristorantehillary.it;CONSORZIO TURISTICO PIANA ROTALIANA KOENIGSBERG;albergo;pensione-completa;1527076;124380221;476;251;12;23;33.50;camera-con-bagno;1;34.00;18.00;STANN43;Terrazza o giardino solarium;;;;;;;;;;
ROVERETO;TRENTO;1-stella;GARNI' RAINBOW;VIA CHIESA SAN MARTINO, 6;NORIGLIO;38068;0464-433707;0464-424137;rovereto@gayaproject.it;www.gayaproject.it;A.P.T. DI ROVERETO E VALLAGARINA;garni;prima-colazione;1170611;1547720225;9997;204;10;15;10.00;appartamento;1;96.00;;STANN07;Ascensore per tutti i piani;;;;;;;;;;
ROVERETO;TRENTO;1-stella;VILLA CRISTINA;VIA ABETONE, 50;;38068;0464-425537;0464-423957;albergovillacristina@yahoo.it;;A.P.T. DI ROVERETO E VALLAGARINA;albergo;pensione-completa;1365719;2109540225;477;204;14;22;10.00;camera-senza-bagno;1;29.65;12.00;STANN43;Terrazza o giardino solarium;;;;;;;;;;
ROVERETO;TRENTO;2-stelle;QUERCIA;VIA DELL'ABETONE, 68;;38068;0464-420985;0464-424083;info@hotelquercia.com;www.hotelquercia.com;A.P.T. DI ROVERETO E VALLAGARINA;albergo;pensione-completa;1257518;1369410228;477;204;24;41;36.00;camera-con-bagno;1;55.00;12.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
ROVERETO;TRENTO;2-stelle;SANT'ILARIO;VIALE TRENTO, 68;;38068;0464-411605;0464-412922;info@hotelsantilario.it;www.hotelsantilario.it;A.P.T. DI ROVERETO E VALLAGARINA;albergo;pensione-completa;1145692;435620224;477;204;43;82;17.00;camera-con-bagno;1;64.00;24.00;STANN14.piscina-scoperta;Piscina scoperta;;;;;;;;;;
ROVERETO;TRENTO;3-stelle;CASA DEL PITTORE;VIA ACQUEDOTTO, 8;;38068;0464-486856;;rforrer@libero.it;;A.P.T. DI ROVERETO E VALLAGARINA;garni;prima-colazione;244445067;1834850222;477;204;9;18;30.00;camera-con-bagno;1;90.00;;STANN07;Ascensore per tutti i piani;;;;;;;;;;
ROVERETO;TRENTO;3-stelle;HOTEL FLORA BEAUTY FARM;VIA DELL' ABETONE, 94;;38068;0464-438333;0464-420388;info@florahotel.org;www.florahotel.org;A.P.T. DI ROVERETO E VALLAGARINA;albergo;pensione-completa;1485916;2423400221;477;204;43;88;16.00;bicamera-con-bagno;;;35.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
ROVERETO;TRENTO;3-stelle;ROVERETO;CORSO ROSMINI, 82/D;;38068;0464-435222;0464-439644;info@hotelrovereto.it;www.hotelrovereto.it;A.P.T. DI ROVERETO E VALLAGARINA;albergo;pensione-completa;1545794;1026160224;477;204;49;82;30.00;camera-con-bagno;1;155.00;30.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
ROVERETO;TRENTO;4-stelle;LEON D'ORO;VIA TACCHI, 2;;38068;0464-437333;0464-423777;info@hotelleondoro.it;www.hotelleondoro.it;A.P.T. DI ROVERETO E VALLAGARINA;garni;prima-colazione;1215052;322920224;477;204;56;112;25.00;jr-suite;;;;STANN07;Ascensore per tutti i piani;;;;;;;;;;
ROVERETO;TRENTO;4-stelle;NEROCUBO BUSINESS & DESIGN HOTEL;VIA PER MARCO,14;ROVERETO;38068;0464-022022;0464-022040;manager@nerocubohotel.it;www.nerocubohotel.it;A.P.T. DI ROVERETO E VALLAGARINA;albergo;pensione-completa;32786482;1917290221;9979;204;101;186;50.00;suite;;;180.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
RUFFRE';TRENTO;2-stelle;PETRA;VIA GRUPPO BRENTA, 9;PASSO DELLA MENDOLA (RUFFRE');38010;0471-632150;0471-632150;info@garnipetra.it;www.garnipetra.it;A.P.T. VALLE DI NON;albergo;pensione-completa;1242214;214320228;50000458;1363;13;25;18.00;camera-con-bagno;1;40.00;25.00;STANN43;Terrazza o giardino solarium;;;;;;;;;;
RUFFRE';TRENTO;3-stelle;GARNI' BIANCANEVE;LOCALITA'  VILLINI DELL'ALPE, 14/A;VILLINI DELL'ALPE;38010;0471-632268;0471-632268;info@garnibiancaneve.it;;A.P.T. VALLE DI NON;garni;prima-colazione;1149887;2319660227;50000464;1310;13;25;35.00;bicamera-con-bagno;;;;STANN28;Parcheggio (assicurato per almeno il 50% delle unit� abitativa);;;;;;;;;;
RUFFRE';TRENTO;nessuna-stella;ROEN;VIA VILLINI DELL'ALPE, 16;VILLINI DELL'ALPE;38010;0471-632128;0471-632226;info@hotel-roen.it;www.hotel-roen.it;A.P.T. VALLE DI NON;albergo;pensione-completa;1598526;1214520221;50000464;1310;23;43;35.00;camera-con-bagno;1;40.00;30.00;;;;;;;;;;;;
RUMO;TRENTO;3-stelle;CAVALLINO BIANCO;FRAZIONE MARCENA, 6;MARCENA;38020;0463-531040;0463-531039;info@cavallinobiancorumo.it;www.cavallinobiancorumo.it;A.P.T. VALLE DI NON;albergo;pensione-completa;1164251;1946400221;10015;944;25;62;60.00;suite;;;25.00;STANN14.piscina-scoperta;Piscina scoperta;;;;;;;;;;
